Level 5
{
Balloons: 132
[
4,5,2,
4,6,2,
4,6,3,
5,4,2,
5,4,3,
5,5,2,
5,5,3,
5,6,2,
5,6,3,
5,7,2,
5,7,3,
6,4,2,
6,4,3,
6,6,2,
6,7,2,
6,7,3,
7,4,2,
7,4,3,
7,5,2,
7,5,3,
7,6,2,
7,6,3,

24,4,3,
24,5,3,
24,6,3,
24,7,3,
25,4,3,
25,5,3,
25,6,3,
25,7,3,
26,5,3,
26,6,3,
26,7,3,

19,23,6,
19,24,6,
20,20,4,
20,21,4,
20,22,2,
20,23,2,
20,24,2,
21,22,2,
21,23,2,
21,24,2,
22,22,2,
22,23,2,
22,24,2,

4,24,2,
4,24,3,
4,24,4,
4,25,2,
4,25,3,
4,25,4,
5,23,2,
5,23,3,
5,23,4,
5,24,2,
5,24,3,
5,24,4,
5,25,2,
5,25,3,
5,25,4,
5,26,2,
5,26,3,
5,26,4,
6,22,2,
6,22,3,
6,22,4,
6,23,2,
6,23,3,
6,23,4,
6,24,2,
6,24,3,
6,24,4,
6,25,2,
6,26,2,
6,26,3,
6,26,4,
7,21,2,
7,21,3,
7,21,4,
7,22,2,
7,22,3,
7,22,4,
7,23,2,
7,24,2,
7,24,3,
7,24,4,
7,25,2,
7,25,3,
7,25,4,
8,21,2,
8,21,3,
8,21,4,
8,22,2,
8,22,3,
8,22,4,
8,23,2,
8,23,3,
8,23,4,
8,24,2,
8,24,3,
8,24,4,
8,25,2,
9,22,2,
9,22,3,
9,22,4,
9,23,2,
9,24,2,
9,24,3,
9,24,4,
9,25,2,
9,25,3,
9,25,4,
9,26,2,
9,26,3,
9,26,3,
10,23,2,
10,23,3,
10,23,4,
10,24,2,
10,24,3,
10,24,4,
10,25,2,
10,26,2,
10,26,3,
10,26,4,
11,24,2,
11,24,3,
11,24,4,
11,25,2,
11,25,3,
11,25,4,
];

Blocks: 2 
[
22,8,2,
22,8,3,
];

BoomBalloons: 8
[
6,6,3,

26,4,3,

21,23,3,

6,25,3,
7,23,3,
8,25,3,
9,23,3,
10,25,3,
];

BounceBlocks: 3
[
23,7,6,

19,25,6,
20,19,4,
];

WoodBlocks: 6
[
24,8,2,
24,8,3,
25,8,2,
25,8,3,
26,8,2,
26,8,3,
];
}
